state,year,unemp,cpi,hpi,president,senate,house,cpi_US,unemp_US,exp,growth,MKT,SMB,HML,Rf,market,dem_share
AK,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AK,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AK,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AK,1/1/77,,,11.62755258,,,,-0.033665957,-0.8,,0.053881393,-8.26,22.6,7.5,5.12,0.2191,
AK,1/1/78,2.3,,9.187713311,,,,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,
AK,1/1/78,2.3,,9.187713311,,,0.155027951,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,0.155027951
AK,1/1/79,0.7,,6.63915979,,,,0.011591089,-1,,0.05535288,13.09,21.23,-2.48,10.38,0.0103,
AK,1/1/80,-1.5,,11.79505217,-0.092452291,,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.092452291
AK,1/1/80,-1.5,,11.79505217,,0.218393253,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,0.218393253
AK,1/1/80,-1.5,,11.79505217,,,-0.18610009,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.18610009
AK,1/1/81,0.4,,-7.624541164,,,,0.022498299,1.3,-0.2,-0.002567497,-18.13,7.13,25.12,14.71,0.2213,
AK,1/1/82,-0.3,,26.38510445,,0,,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0
AK,1/1/82,-0.3,,26.38510445,,,0.029022673,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0.029022673
AK,1/1/83,0.9,,23.85914481,,,,-0.042199744,2.1,-2.7,-0.018028874,13.74,14.03,20.49,8.8,0.1066,
AK,1/1/84,0,,4.279083261,0.03459876,,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,0.03459876
AK,1/1/84,0,,4.279083261,,-0.174488979,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,-0.174488979
AK,1/1/84,0,,4.279083261,,,0.129623584,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,0.129623584
AK,1/1/85,-0.2,,5.786618445,,,,0.012086742,-2.1,0.3,0.072366181,24.91,0.58,1.37,7.72,-0.0605,
AK,1/1/86,-0.1,,-4.516765286,,0.156114824,,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,0.156114824
AK,1/1/86,-0.1,,-4.516765286,,,-0.006070459,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,-0.006070459
AK,1/1/87,1.3,,-2.107002685,,,,-0.015839966,-0.2,-0.3,0.03462646,-3.87,-10.85,-1.62,5.47,0.1012,
AK,1/1/88,-1,,-15.27045087,0.064031851,,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0.064031851
AK,1/1/88,-1,,-15.27045087,,0,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0
AK,1/1/88,-1,,-15.27045087,,,-0.038246148,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,-0.038246148
AK,1/1/89,-1.4,,3.32060435,,,,0.005215378,-0.7,0.6,0.041770613,20.49,-12.9,-4.12,8.37,0.1155,
AK,1/1/90,-1.6,,-11.24055922,,-0.119039993,,0.006916374,-0.2,0.1,0.036726594,-13.95,-14.02,-10.04,7.81,0.2049,-0.119039993
AK,1/1/90,-1.6,,-11.24055922,,,0.105836594,0.006916374,-0.2,0.1,0.036726594,-13.95,-14.02,-10.04,7.81,0.2049,0.105836594
AK,1/1/91,0.2,,3.150176519,,,,0.006272875,0.3,0.3,0.018859539,29.18,16.16,-14.72,5.6,-0.1395,
AK,1/1/92,1,,13.45326898,-0.059838515,,,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,-0.059838515
AK,1/1/92,1,,13.45326898,,0.062136352,,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,0.062136352
AK,1/1/92,1,,13.45326898,,,-0.05021184,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,-0.05021184
AK,1/1/93,0.6,,4.6875,,,,-0.011752325,0.6,-0.4,0.035224405,8.21,6.38,16.86,2.9,0.0623,
AK,1/1/94,-1.1,,2.03191961,,0,,-0.000712238,-0.6,0.3,0.02751781,-4.1,-0.3,-0.77,3.9,0.0821,0
AK,1/1/94,-1.1,,2.03191961,,,-0.100779764,-0.000712238,-0.6,0.3,0.02751781,-4.1,-0.3,-0.77,3.9,0.0821,-0.100779764
AK,1/1/95,-0.2,,4.504308784,,,,-0.0037429,-0.8,-0.1,0.040287933,31.22,-9.75,6.05,5.6,-0.041,
AK,1/1/96,-0.3,,4.213152242,0.029800023,,,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,0.029800023
AK,1/1/96,-0.3,,4.213152242,,-0.280675269,,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,-0.280675269
AK,1/1/96,-0.3,,4.213152242,,,0.036829706,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,0.036829706
AK,1/1/97,0.1,,4.528226611,,,,0.001314845,-0.2,0,0.037725655,25.96,-7.64,19.11,5.26,0.1596,
AK,1/1/98,-0.5,,2.773536896,,0.09382542,,-0.005988961,-0.5,-0.1,0.044471749,19.46,-25.28,-10.32,4.86,0.2596,0.09382542
AK,1/1/98,-0.5,,2.773536896,,,-0.018335421,-0.005988961,-0.5,-0.1,0.044471749,19.46,-25.28,-10.32,4.86,0.2596,-0.018335421
AK,1/1/99,-0.6,,3.131963357,,,,-0.007909837,-0.4,-0.4,0.044813944,20.57,15.58,-31.96,4.68,0.1946,
AK,1/1/00,0.1,,3.498979714,-0.056007738,,,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,-0.056007738
AK,1/1/00,0.1,,3.498979714,,0,,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,0
AK,1/1/00,0.1,,3.498979714,,,-0.180512475,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,-0.180512475
AK,1/1/01,-0.1,,1.681646854,,,,0.011739464,-0.2,0.3,0.04077155,-15.2,18.24,18.5,3.83,-0.176,
AK,1/1/02,0,,5.02994012,,-0.092079295,,-0.00550467,0.7,-0.6,0.009543436,-22.76,4.45,8.09,1.65,-0.152,-0.092079295
AK,1/1/02,0,,5.02994012,,,0.007472802,-0.00550467,0.7,-0.6,0.009543436,-22.76,4.45,8.09,1.65,-0.152,0.007472802
AK,1/1/03,0.9,,5.440625509,,,,-0.012209567,1.1,0.1,0.016959431,30.75,26.51,5.11,1.02,-0.2276,
AK,1/1/04,0.5,,4.928163139,0.078505221,,,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,0.078505221
AK,1/1/04,0.5,,4.928163139,,0.350323575,,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,0.350323575
AK,1/1/04,0.5,,4.928163139,,,0.050756107,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,0.050756107
AK,1/1/05,-0.3,,10.07557911,,,,0.003695824,-0.5,0.5,0.038525568,3.09,-2.36,9.43,2.98,0.1072,
AK,1/1/06,-0.5,,12.354541,,0,,0.006987975,-0.4,0.3,0.034832194,10.6,0.08,11.75,4.8,0.0309,0
AK,1/1/06,-0.5,,12.354541,,,0.176506516,0.006987975,-0.4,0.3,0.034832194,10.6,0.08,11.75,4.8,0.0309,0.176506516
AK,1/1/07,-0.3,,9.813492063,,,,-0.001444463,-0.5,-0.1,0.0278281,1.04,-7.4,-17.28,4.66,0.106,
AK,1/1/08,-0.3,,3.928016478,0.023725117,,,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,0.023725117
AK,1/1/08,-0.3,,3.928016478,,0.022214531,,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,0.022214531
AK,1/1/08,-0.3,,3.928016478,,,0.049657804,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,0.049657804
AK,1/1/09,0.2,0.718,-0.424200278,,,,0.009442785,1.2,0.9,0.001221848,28.26,9.35,-9.42,0.1,-0.3834,
AK,1/1/10,1.5,-1.516,-0.492352818,,-0.242663776,,-0.041350032,3.5,-1.5,-0.025998912,17.37,14.29,-5.1,0.12,0.2826,-0.242663776
AK,1/1/10,1.5,-1.516,-0.492352818,,,-0.144614307,-0.041350032,3.5,-1.5,-0.025998912,17.37,14.29,-5.1,0.12,0.2826,-0.144614307
AK,1/1/11,0.1,3.781,-0.586026599,,,,0.019564209,0.3,0.2,0.0270886,0.44,-5.79,-8.54,0.04,0.1737,
AK,1/1/12,-0.4,0.367,0.840098835,0.029232855,,,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,0.029232855
AK,1/1/12,-0.4,0.367,0.840098835,,0,,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,0
AK,1/1/12,-0.4,0.367,0.840098835,,,-0.018984425,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,-0.018984425
AK,1/1/13,-0.4,0.484,0.437552506,,,,-0.010665772,-0.8,-0.3,0.022806861,35.2,7.63,2.65,0.02,0.1627,
AK,1/1/14,-0.3,2.363,3.02512808,,0.223318045,,-0.006070367,-0.7,-0.2,0.018418762,11.71,-7.8,-1.46,0.02,0.352,0.223318045
AK,1/1/14,-0.3,2.363,3.02512808,,,0.123523234,-0.006070367,-0.7,-0.2,0.018418762,11.71,-7.8,-1.46,0.02,0.352,0.123523234
AK,1/1/15,-0.3,1.286,2.063529651,,,,0.00149237,-1.2,0,0.022877789,0.08,-3.93,-9.53,0.02,0.1171,
AK,1/1/16,-0.4,1.723,3.307812137,-0.042617878,,,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,-0.042617878
AK,1/1/16,-0.4,1.723,3.307812137,,-0.342091177,,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,-0.342091177
AK,1/1/16,-0.4,1.723,3.307812137,,,-0.049452075,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,-0.049452075
AK,1/1/17,0.3,3.052,1.969905996,,,,0.011458351,-0.4,-0.2,0.01667476,21.51,-4.95,-13.48,0.8,0.133,
AK,1/1/18,-0.1,1.46,1.315168486,,0,,0.008707942,-0.5,0.1,0.022556777,-6.93,-3.34,-9.8,1.81,0.2151,0
AK,1/1/18,-0.1,1.46,1.315168486,,,0.104751246,0.008707942,-0.5,0.1,0.022556777,-6.93,-3.34,-9.8,1.81,0.2151,0.104751246
AK,1/1/19,-0.6,-0.24,1.034129375,,,,0.002958789,-0.5,0.2,0.029188592,28.28,-6.06,-10.48,2.14,-0.0693,
AK,1/1/20,-0.5,1.149,2.437450052,0.06221081,,,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,0.06221081
AK,1/1/20,-0.5,1.149,2.437450052,,0.295704503,,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,0.295704503
AK,1/1/20,-0.5,1.149,2.437450052,,,-0.012332689,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,-0.012332689
AK,1/1/21,2.5,,3.348636241,,0,,-0.005642347,4.4,0.1,-0.034045929,,,,,0.2367,0
AL,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AL,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AL,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AL,1/1/77,,,6.880860452,,,,-0.033665957,-0.8,,0.053881393,-8.26,22.6,7.5,5.12,0.2191,
AL,1/1/78,0.5,,10.29544575,,,,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,
AL,1/1/78,0.5,,10.29544575,,,0.006608007,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,0.006608007
AL,1/1/79,-0.8,,8.141303076,,,,0.011591089,-1,,0.05535288,13.09,21.23,-2.48,10.38,0.0103,
AL,1/1/80,0.8,,10.6003245,-0.082784098,,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.082784098
AL,1/1/80,0.8,,10.6003245,,-0.252796678,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.252796678
AL,1/1/80,0.8,,10.6003245,,,-0.064692593,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.064692593
AL,1/1/81,1.6,,3.080684597,,,,0.022498299,1.3,-0.2,-0.002567497,-18.13,7.13,25.12,14.71,0.2213,
AL,1/1/82,1.9,,3.026565465,,0,,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0
AL,1/1/82,1.9,,3.026565465,,,0.084338588,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0.084338588
AL,1/1/83,3.3,,1.105074132,,,,-0.042199744,2.1,-2.7,-0.018028874,13.74,14.03,20.49,8.8,0.1066,
AL,1/1/84,-0.2,,4.645231806,-0.091680778,,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,-0.091680778
AL,1/1/84,-0.2,,4.645231806,,0.157023274,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,0.157023274
AL,1/1/84,-0.2,,4.645231806,,,0.011444699,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,0.011444699
AL,1/1/85,-2.5,,6.580207155,,,,0.012086742,-2.1,0.3,0.072366181,24.91,0.58,1.37,7.72,-0.0605,
AL,1/1/86,-1.8,,2.400979992,,-0.124747465,,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,-0.124747465
AL,1/1/86,-1.8,,2.400979992,,,-0.107040618,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,-0.107040618
AL,1/1/87,0.1,,5.789935402,,,,-0.015839966,-0.2,-0.3,0.03462646,-3.87,-10.85,-1.62,5.47,0.1012,
AL,1/1/88,-1.4,,4.575951753,0.01582517,,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0.01582517
AL,1/1/88,-1.4,,4.575951753,,0,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0
AL,1/1/88,-1.4,,4.575951753,,,0.004486169,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0.004486169
AL,1/1/89,-0.9,,2.537485582,,,,0.005215378,-0.7,0.6,0.041770613,20.49,-12.9,-4.12,8.37,0.1155,
AL,1/1/90,-0.3,,1.377952756,,0.102856491,,0.006916374,-0.2,0.1,0.036726594,-13.95,-14.02,-10.04,7.81,0.2049,0.102856491
AL,1/1/90,-0.3,,1.377952756,,,0.066290684,0.006916374,-0.2,0.1,0.036726594,-13.95,-14.02,-10.04,7.81,0.2049,0.066290684
AL,1/1/91,-0.2,,1.719833564,,,,0.006272875,0.3,0.3,0.018859539,29.18,16.16,-14.72,5.6,-0.1395,
AL,1/1/92,0.5,,3.190619035,0.010167652,,,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,0.010167652
AL,1/1/92,0.5,,3.190619035,,0.042508656,,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,0.042508656
AL,1/1/92,0.5,,3.190619035,,,-0.120343814,-0.012023125,1.3,-0.9,-0.001082648,6.23,7.67,24.49,3.51,0.2918,-0.120343814
AL,1/1/93,0.2,,3.997093023,,,,-0.011752325,0.6,-0.4,0.035224405,8.21,6.38,16.86,2.9,0.0623,
AL,1/1/94,-0.3,,4.262753319,,0,,-0.000712238,-0.6,0.3,0.02751781,-4.1,-0.3,-0.77,3.9,0.0821,0
AL,1/1/94,-0.3,,4.262753319,,,-0.06187419,-0.000712238,-0.6,0.3,0.02751781,-4.1,-0.3,-0.77,3.9,0.0821,-0.06187419
AL,1/1/95,-1,,3.643675359,,,,-0.0037429,-0.8,-0.1,0.040287933,31.22,-9.75,6.05,5.6,-0.041,
AL,1/1/96,-0.4,,4.038800705,0.022760242,,,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,0.022760242
AL,1/1/96,-0.4,,4.038800705,,-0.193562186,,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,-0.193562186
AL,1/1/96,-0.4,,4.038800705,,,-0.050303001,0.0020959,-0.5,0,0.026842173,15.96,-4.42,8.7,5.21,0.3122,-0.050303001
AL,1/1/97,-0.6,,4.040232808,,,,0.001314845,-0.2,0,0.037725655,25.96,-7.64,19.11,5.26,0.1596,
AL,1/1/98,-0.3,,3.758418423,,-0.08770428,,-0.005988961,-0.5,-0.1,0.044471749,19.46,-25.28,-10.32,4.86,0.2596,-0.08770428
AL,1/1/98,-0.3,,3.758418423,,,0.002188623,-0.005988961,-0.5,-0.1,0.044471749,19.46,-25.28,-10.32,4.86,0.2596,0.002188623
AL,1/1/99,-0.4,,5.082705193,,,,-0.007909837,-0.4,-0.4,0.044813944,20.57,15.58,-31.96,4.68,0.1946,
AL,1/1/00,0.2,,2.590286426,-0.015895847,,,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,-0.015895847
AL,1/1/00,0.2,,2.590286426,,0,,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,0
AL,1/1/00,0.2,,2.590286426,,,-0.111376586,0.006463443,-0.3,0.2,0.047944997,-17.6,-4.58,45.02,5.89,0.2057,-0.111376586
AL,1/1/01,-0.1,,2.505462491,,,,0.011739464,-0.2,0.3,0.04077155,-15.2,18.24,18.5,3.83,-0.176,
AL,1/1/02,0.6,,5.523186964,,0.031363354,,-0.00550467,0.7,-0.6,0.009543436,-22.76,4.45,8.09,1.65,-0.152,0.031363354
AL,1/1/02,0.6,,5.523186964,,,0.062182077,-0.00550467,0.7,-0.6,0.009543436,-22.76,4.45,8.09,1.65,-0.152,0.062182077
AL,1/1/03,0.7,,2.949230148,,,,-0.012209567,1.1,0.1,0.016959431,30.75,26.51,5.11,1.02,-0.2276,
AL,1/1/04,0.1,,3.985349263,-0.047221006,,,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,-0.047221006
AL,1/1/04,0.1,,3.985349263,,-0.074733462,,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,-0.074733462
AL,1/1/04,0.1,,3.985349263,,,-0.004522665,0.007021424,0.2,0,0.027962042,10.72,4.43,7.67,1.2,0.3075,-0.004522665
AL,1/1/05,-0.4,,3.807447165,,,,0.003695824,-0.5,0.5,0.038525568,3.09,-2.36,9.43,2.98,0.1072,
AL,1/1/06,-1.1,,7.048796251,,0,,0.006987975,-0.4,0.3,0.034832194,10.6,0.08,11.75,4.8,0.0309,0
AL,1/1/06,-1.1,,7.048796251,,,0.045173435,0.006987975,-0.4,0.3,0.034832194,10.6,0.08,11.75,4.8,0.0309,0.045173435
AL,1/1/07,-0.5,,7.912908947,,,,-0.001444463,-0.5,-0.1,0.0278281,1.04,-7.4,-17.28,4.66,0.106,
AL,1/1/08,0,,4.734596825,0.01896032,,,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,0.01896032
AL,1/1/08,0,,4.734596825,,0.041660907,,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,0.041660907
AL,1/1/08,0,,4.734596825,,,-0.05312862,-0.003511048,0,0,0.020105128,-38.34,2.45,0.83,1.6,0.0104,-0.05312862
AL,1/1/09,1.9,-1.245,1.125133547,,,,0.009442785,1.2,0.9,0.001221848,28.26,9.35,-9.42,0.1,-0.3834,
AL,1/1/10,4.2,3.493,-1.455974116,,-0.018102942,,-0.041350032,3.5,-1.5,-0.025998912,17.37,14.29,-5.1,0.12,0.2826,-0.018102942
AL,1/1/10,4.2,3.493,-1.455974116,,,-0.080892131,-0.041350032,3.5,-1.5,-0.025998912,17.37,14.29,-5.1,0.12,0.2826,-0.080892131
AL,1/1/11,0.3,2.274,-3.742294291,,,,0.019564209,0.3,0.2,0.0270886,0.44,-5.79,-8.54,0.04,0.1737,
AL,1/1/12,-0.8,1.97,-3.369183112,-0.003814012,,,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,-0.003814012
AL,1/1/12,-0.8,1.97,-3.369183112,,0,,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,0
AL,1/1/12,-0.8,1.97,-3.369183112,,,0.052339061,0.015033971,-0.7,0.8,0.015498955,16.27,-1.32,9.85,0.06,0.0044,0.052339061
AL,1/1/13,-1.4,1.007,-0.529481684,,,,-0.010665772,-0.8,-0.3,0.022806861,35.2,7.63,2.65,0.02,0.1627,
AL,1/1/14,-0.9,1.469,-0.713354577,,0,,-0.006070367,-0.7,-0.2,0.018418762,11.71,-7.8,-1.46,0.02,0.352,0
AL,1/1/14,-0.9,1.469,-0.713354577,,,-0.051712037,-0.006070367,-0.7,-0.2,0.018418762,11.71,-7.8,-1.46,0.02,0.352,-0.051712037
AL,1/1/15,-0.6,-0.561,1.236368941,,,,0.00149237,-1.2,0,0.022877789,0.08,-3.93,-9.53,0.02,0.1171,
AL,1/1/16,-0.6,1.832,2.763167375,-0.040010873,,,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,-0.040010873
AL,1/1/16,-0.6,1.832,2.763167375,,0.01157107,,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,0.01157107
AL,1/1/16,-0.6,1.832,2.763167375,,,0.0221695,-0.014941114,-0.9,-0.4,0.027063642,13.3,6.63,22.64,0.2,0.0008,0.0221695
AL,1/1/17,-0.2,0.857,2.923751096,,,,0.011458351,-0.4,-0.2,0.01667476,21.51,-4.95,-13.48,0.8,0.133,
AL,1/1/18,-1.3,-0.475,3.075717838,,0,,0.008707942,-0.5,0.1,0.022556777,-6.93,-3.34,-9.8,1.81,0.2151,0
AL,1/1/18,-1.3,-0.475,3.075717838,,,0.079765162,0.008707942,-0.5,0.1,0.022556777,-6.93,-3.34,-9.8,1.81,0.2151,0.079765162
AL,1/1/19,-0.7,2.651,4.186768885,,,,0.002958789,-0.5,0.2,0.029188592,28.28,-6.06,-10.48,2.14,-0.0693,
AL,1/1/20,-0.9,1.334,5.001744426,0.022120445,,,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,0.022120445
AL,1/1/20,-0.9,1.334,5.001744426,,0.038694039,,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,0.038694039
AL,1/1/20,-0.9,1.334,5.001744426,,,-0.112133595,-0.006213402,-0.2,-0.2,0.022888691,23.67,12.78,-46.31,0.44,0.2828,-0.112133595
AL,1/1/21,3,,5.820697155,,0,,-0.005642347,4.4,0.1,-0.034045929,,,,,0.2367,0
AR,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AR,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AR,1/1/76,,,,,,,-0.018709535,2.9,,-0.002054561,21.91,14.58,24.28,5.08,0.3244,
AR,1/1/77,,,9.331454517,,,,-0.033665957,-0.8,,0.053881393,-8.26,22.6,7.5,5.12,0.2191,
AR,1/1/78,-0.4,,10.2964342,,,,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,
AR,1/1/78,-0.4,,10.2964342,,,-0.442078661,0.006964954,-0.6,,0.046241699,1.03,14.39,0.59,7.18,-0.0826,-0.442078661
AR,1/1/79,-0.3,,9.439106726,,,,0.011591089,-1,,0.05535288,13.09,21.23,-2.48,10.38,0.0103,
AR,1/1/80,0.1,,15.31617036,-0.174390975,,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.174390975
AR,1/1/80,0.1,,15.31617036,,-0.173925005,,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.173925005
AR,1/1/80,0.1,,15.31617036,,,-0.124136318,0.036220815,-0.2,2.6,0.031661453,22.13,5.7,-24.63,11.24,0.1309,-0.124136318
AR,1/1/81,1.2,,7.407407407,,,,0.022498299,1.3,-0.2,-0.002567497,-18.13,7.13,25.12,14.71,0.2213,
AR,1/1/82,1.1,,2.653256705,,0,,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0
AR,1/1/82,1.1,,2.653256705,,,0.31384456,-0.031234294,0.4,-2.1,0.025377193,10.66,8.7,13.36,10.54,-0.1813,0.31384456
AR,1/1/83,0.9,,0.102640664,,,,-0.042199744,2.1,-2.7,-0.018028874,13.74,14.03,20.49,8.8,0.1066,
AR,1/1/84,0.2,,8.911260254,-0.092318456,,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,-0.092318456
AR,1/1/84,0.2,,8.911260254,,-0.017395351,,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,-0.017395351
AR,1/1/84,0.2,,8.911260254,,,0.213325076,-0.02998839,-0.1,-1.3,0.04583928,-6.05,-8.2,19.07,9.85,0.1374,0.213325076
AR,1/1/85,-1.2,,2.807257788,,,,0.012086742,-2.1,0.3,0.072366181,24.91,0.58,1.37,7.72,-0.0605,
AR,1/1/86,0,,1.964701965,,0.049283307,,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,0.049283307
AR,1/1/86,0,,1.964701965,,,-0.155933313,-0.008399809,-0.3,-0.4,0.041696562,10.12,-9.56,9.33,6.16,0.2491,-0.155933313
AR,1/1/87,0,,4.049640758,,,,-0.015839966,-0.2,-0.3,0.03462646,-3.87,-10.85,-1.62,5.47,0.1012,
AR,1/1/88,-0.4,,0.541431262,0.039009472,,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0.039009472
AR,1/1/88,-0.4,,0.541431262,,0,,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0
AR,1/1/88,-0.4,,0.541431262,,,0.001958284,0.016339629,-0.8,0.3,0.03459252,11.55,5.76,14.37,6.35,-0.0387,0.001958284
AR,1/1/89,-0.4,,-0.920939671,,,,0.005215378,-0.7,0.6,0.041770613,20.49,-12.9,-4.12,8.37,0.1155,
